eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
200806240017,2008,6,24,,0,,144,New Zealand,12,Australasia & Oceania,Wellington,Wellington,-41.28646,174.776236,1.0,0,"The chemical attack took place at the Government Reserve Bank in Wellington, Wellington State, New Zealand.","6/24/2008: On Tuesday, a letter containing 1080 poison was sent to the Government Reserve Bank in Wellington, Wellington State, New Zealand. The 1080 poison is used as a pesticide. No casualties were reported and no claim of responsibility was made for the incident.",1,1,1,0,,,1.0,0,0,8,Unarmed Assault,,,,,2,Government (General),21.0,Government Building/Facility/Office,New Zealander Government,"The New Zealander Government Reserve Bank,",144.0,New Zealand,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,2,Chemical,1.0,Poisoning,,,,,,,,,,,,,1080 poison was used in the chemical attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"New Zealand Herald, ""Government Departments Targeted with 1080 Poison,"" New Zealand Herald, June 25, 2008.",,,ISVG,-9,-9,0,-9,"200806240014, 200806240016, 200806240017"
200910080019,2009,10,8,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Condell Park,-33.922832,151.011897,1.0,0,"The explosive was placed on the hood of a car on Market Street at Condell Park, Sydney, New South Wales, Australia.","10/08/2009: On Thursday night at 0100, in Market Street in Condell park, Sydney, New South Wales, Australia, an improvised explosive device placed on the hood of a car detonated, smashing the windows of two townhouses and destroying the vehicle. Investigator Mark Smith says it is not clear if the device was intended for the vehicle or the townhouses 10-15 meters away. No group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,,A civilian vehicle was targeted in the attack.,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,29.0,Sticky Bomb,,,,,,,,,,,,,An improvised explosive device placed  on the hood of a car was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,Civilian townhouses were damaged and a vehicle was destroyed.,0.0,,,,,,,,,,,,,,,,,"Abc. Net,""Car, Houses Damaged by Homemade Bomb,"" http://www.abc.net.au/news/stories/2009/10/08/2707922.htm?section=australia(October 8, 2009).","Australian Associated Press,""Highlights of the AAP National Wire at 14:30, October Eight,"" LexisNexis Academic, Australian Associated Press, October 8, 2009",,ISVG,-9,-9,0,-9,
201002040023,2010,2,4,,0,,14,Australia,12,Australasia & Oceania,Western Australia,Perth,-31.952854,115.857339,1.0,0,,"02/04/2010: On Thursday night, in Queens Park, Perth, Western Australia, Australia, armed assailants fired upon Suleymaniye Mosque, causing $15,000 AUD in damages to the mosque but no casualties. Three men, allegedly members of Combat 18, were arrested in connection with the shooting, At least two pleaded guilty to charges  and were fined.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,,Suleymaniye Mosque,14.0,Australia,,,,,,,,,,,,,,,,,Combat 18,,,,,,The specific motive for the attack is unknown.,0.0,,,0,3.0,0.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,4.0,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,A .303 caliber rifle,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),13800.0,"The damage to the mosque was $15,000 AUD, estimated to be approximately $13,000 USD.",0.0,,,,,,,,,,,,,,,,,"Bennett, Cortlan, “'Neo-Nazi' fails in bid to clear court,"" Sydney Morning Herald, June 4, 2010, https://www.smh.com.au/national/neonazi-fails-in-bid-to-clear-court-20100604-xj6p.html","Taylor, Belle, ""Suspended sentence for mosque shooting,"" The West Australian, July 30, 2010, https://thewest.com.au/news/wa/suspended-sentence-for-mosque-shooting-ng-ya-203762","WAtoday, ""Mosque shooter fined more than $9000,"" WAtoday.com, August 23, 2010, https://www.watoday.com.au/national/western-australia/mosque-shooter-fined-more-than-9000-20100823-13fid.html",ISVG,1,1,0,1,
201309020036,2013,9,2,,0,,14,Australia,12,Australasia & Oceania,Victoria,Melbourne,-37.808896,144.950421,1.0,0,The incident occurred in the West Melbourne area of the city.,"09/02/2013: Assailants set fire to Gran Turismo Autos, a luxury car showroom, in West Melbourne area, Melbourne city, Victoria state, Australia. The fire damaged several vehicles, but did not cause any casualties. The Felicity Ann Ryder Cell of the Informal Anarchist Federation claimed responsibility for the attack in a post online; however, police denied that the group was involved in the incident.",1,1,1,1,4.0,Lack of Intentionality,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7.0,Retail/Grocery/Bakery,Gran Turismo Autos,Car Dealership,14.0,Australia,,,,,,,,,,,,,,,,,Informal Anarchist Federation,Felicity Ann Ryder Cell,,,,,,0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,"Approximately a dozen luxury vehicles and $150,000 worth of stock at a neighboring apparel business were damaged in this attack.",0.0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Authorities suspected that the fire may have been accidentally started by a lit cigarette.,"""Anarchists claim responsibility for fire at luxury West Melbourne car dealership, but police have doubts,"" Herald Sun (Australia), September 3, 2013.","""Signs Of Life In Australia : A Chronology of Recent Anarchist & Anti-Colonial Activity Down Under,"" 325, May 7, 2014.",,START Primary Collection,1,1,0,1,
201402070065,2014,2,7,,0,,144,New Zealand,12,Australasia & Oceania,Wellington,Upper Hutt,-41.124433,175.070783,1.0,0,,"02/07/2014: Assailants set fire to a Kentucky Fried Chicken (KFC) restaurant in Upper Hutt city, Wellington region, New Zealand. There were no injuries in the attack; however, the building was badly damaged by the fire. The Animal Liberation Front (ALF) claimed responsibility for the incident in a post online.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,2.0,Restaurant/Bar/Café,KFC,Restaurant,144.0,New Zealand,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),,,,,,,0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A Kentucky Fried Chicken restaurant was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Upper Hutt KFC damaged in fire,"" Newstalk ZB, February 7, 2014.","""KFC Damaged in Fire,"" Animal Liberation Front.com, February 10, 2014.",,START Primary Collection,0,1,0,1,
201402240121,2014,2,24,,0,,14,Australia,12,Australasia & Oceania,Queensland,Logan,-27.639793,153.108516,1.0,0,,"02/24/2014: Assailants threw three homemade incendiary devices at the Logan Police District Headquarters in Logan City, southeast Queensland state, Australia. There were no casualties in the incident; however, one police vehicle suffered fire damage. No group claimed responsibility for the incident; however, sources attributed the attack to anarchists.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Australian Federal Police (AFP),Logan District Headquarters,14.0,Australia,,,,,,,,,,,,,,,,,Anarchists,,,,,,"The specific motive is unknown; however, sources noted that the attack comes after an incident of police brutality which left an indigenous woman partly blind.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Three Molotov cocktails were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""The Logan Police District Headquarters at Logan Central has been attacked with three homemade firebombs hurled,"" The Courier Mail (Australia), February 24, 2014.","""Signs Of Life In Australia : A Chronology of Recent Anarchist & Anti-Colonial Activity Down Under,"" 325, May 7, 2014.",,START Primary Collection,-9,-9,0,-9,
201405180095,2014,5,18,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Sydney,-33.888408,151.237218,1.0,0,The incident occurred in the Woollahra neighborhood of the city.,"05/18/2014: Assailants set fire to two vehicles on Queen street in Woollahra neighborhood, Sydney city, New South Wales state, Australia. There were no reported casualties in the attack. This was one of two coordinated attacks carried out by the Informal Anarchist Federation in Woollahra neighborhood on May 18, 2014. The Informal Anarchist Federation claimed responsibility for the incident, stating that the attack was carried out in retaliation to injustice.",1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Luxury Vehicles,14.0,Australia,,,,,,,,,,,,,,,,,Informal Anarchist Federation,,,,,,The Informal Anarchist Federation claimed responsibility for the incident and stated that the attack was carried out in retaliation to injustice.,0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Three luxury vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Luxury cars destroyed in random attacks in Woollahra,"" The Daily Telegraph (Australia), May 19, 2014.","""FAI militants set fire to three vehicles in Australia's New South Wales.,"" Jane's, June 10, 2014.","""Sydney : 3 Luxury Cars Torched By FAI/IRF (Australia),"" 325, May 19, 2014.",START Primary Collection,1,1,0,1,"201405180095, 201405180096"
201405180096,2014,5,18,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Sydney,-33.888408,151.237218,1.0,0,The incident occurred in the Woolahra neighborhood of the city.,"05/18/2014: Assailants set fire to a luxury vehicle on Moncur street in Woolahra neighborhood, Sydney city, New South Wales state, Australia. There were no reported casualties in the attack. This was one of two coordinated attacks carried out by the same group in Woolahra neighborhood on May 18, 2014. The Informal Anarchist Federation claimed responsibility for the incident.",1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Luxury Vehicle,14.0,Australia,,,,,,,,,,,,,,,,,Informal Anarchist Federation,,,,,,,0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Luxury cars destroyed in random attacks in Woollahra,"" The Daily Telegraph (Australia), May 19, 2014.","""FAI militants set fire to three vehicles in Australia's New South Wales.,"" Jane's, June 10, 2014.","""Sydney : 3 Luxury Cars Torched By FAI/IRF (Australia),"" 325, May 19, 2014.",START Primary Collection,1,1,0,1,"201405180095, 201405180096"
201408120098,2014,8,12,,0,,14,Australia,12,Australasia & Oceania,Victoria,Beechworth,-36.35772,146.696395,1.0,0,,"08/12/2014: Assailants set a private vehicle on fire that belonged to an Australian Federal Police (AFP) officer outside the police station in Beechworth town, Victoria state, Australia. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Australian Federal Police (AFP),Car,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,2.0,0.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,Gasoline was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle and a police station were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""The ugly secret of a town's fire,"" Southern Highland News, October 25, 2014.",,,START Primary Collection,-9,-9,0,-9,
201409230034,2014,9,23,,0,,14,Australia,12,Australasia & Oceania,Victoria,Melbourne,-37.814107,144.96328,1.0,0,,"09/23/2014: An assailant stabbed two police officers in Melbourne city, Victoria state, Australia. Authorities shot and killed the assailant and the two police officers were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to an individual, identified as Abdul Numan Haider.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Australian Federal Police (AFP),Officers,14.0,Australia,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"The specific motive is unknown; however, sources posited that prior to the attack the assailant, Abdul Numan Haider, had posted a message on Facebook, which criticized the Australian Federal Police (AFP) and alleged that they were at war with Islam.",0.0,,,1,1.0,0.0,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,,1.0,0.0,1.0,2.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""ISIS Lieutenant Emerges From Australian Red-Light District,"" The New York Times, September 26, 2014.","""Australian 'terror suspect' killed by police,"" Al Jazeera, September 24, 2014.","""IS claims it ordered knife attack,"" NEWS.com.au, November 22, 2014.",START Primary Collection,-9,-9,0,-9,
201411030015,2014,11,3,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Bankstown,-33.907092,151.057308,1.0,0,The incident occurred in the Greenacre neighborhood,"11/03/2014: Assailants opened fire on Rasoul Al-Musawi outside of an Islamic prayer center in Bankstown area, New South Wales state, Australia. Musawi, a Shia religious leader, was wounded in the attack. No group claimed responsibility for the incident; however, people chanting pro-Islamic State of Iraq and the Levant (ISIL) statements drove by the center just before the shooting.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,85.0,Religious Figure,Husainiyah Nabi Akram,Shiite Cleric: Rasoul al-Mousawi,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Pellets were used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Religious leader shot outside Islamic centre in Greenacre following threats,"" Melbourne Age, November 3, 2014.","""Drive-by shooting in Sydney influenced by Islamic State, Abbott says,"" newsWall.co.za, November 4, 2014.",,START Primary Collection,-9,-9,1,1,
201412020073,2014,12,2,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Oberon,-33.704174,149.857408,1.0,0,,"12/02/2014: Assailants set fire to the Oberon NSW Slaughterhouse in Oberon town, New South Wales state, Australia. There were no reported casualties in the attack; however, the building was damaged in the attack. The Animal Liberation Front (ALF) claimed responsibility for the incident and stated that the attack was carried out in retaliation for profiting from animal abuse.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,9.0,Farm/Ranch,Oberon NSW Slaughterhouse,Slaughterhouse,14.0,Australia,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),,,,,,The Animal Liberation Front (ALF) claimed responsibility for the incident and stated that the attack was carried out in retaliation to the profiting from animal abuse.,0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A slaughterhouse was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Police investigate Oberon Abattoir fire,"" Western Advocate, December 3, 2014.","""News from the Frontlines,"" Bite Back, December 27, 2014.",,START Primary Collection,0,1,0,1,
201412150032,2014,12,15,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Sydney,-33.867979,151.211038,1.0,0,The incident occurred in the Martin Place neighborhood,"12/15/2014: An assailant, Mon Haron Monis, took 18 people hostage in the Lindt Chocolate cafe in Sydney city, New South Wales state, Australia. Five hostages were able to escape during standoff. After 16 hours, police stormed the cafe and freed the living hostages. In total, Monis and two hostages were killed and four other hostages were wounded in the attack and siege. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,5,Hostage Taking (Barricade Incident),,,,,1,Business,2.0,Restaurant/Bar/Café,Lindt Chocolate Cafe,Cafe,14.0,Australia,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,,0.0,,,1,1.0,0.0,0.0,,,,,,,,,,5,Firearms,4.0,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,A sawed-off shotgun was used in the attack.,3.0,0.0,1.0,4.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A Lindt chocolate shop was damaged in this attack.,1.0,18.0,0.0,16.0,,,,0.0,,,,,,6.0,Combination,16.0,"During the standoff, Monis had declared allegiance to the Islamic State of Iraq and the Levant (ISIL).","""Lone   gunman,   two hostages killed in Sydney cafe siege: police,"" Agence France Presse -- English, December 15, 2014.","""2 Hostages and Captor Are Dead in Siege at Sydney Cafe,"" New York Times, December 15, 2014.","""Sydney siege: How the hostage drama played out,"" The Sydney Morning Herald, December 21, 2014.",START Primary Collection,-9,-9,0,-9,
201501240090,2015,1,24,,0,,14,Australia,12,Australasia & Oceania,Queensland,Toowoomba,-27.581562,151.933834,1.0,0,The incident occurred in the Harristown neighborhood.,"01/24/2015: Assailants set fire to Garden City mosque in Harristown, Queensland, Australia. There were no reported casualties, though the mosque was damaged by the fire. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Garden City Mosque,Mosque,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A floor was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Mosque arson attack denounced by show of solidarity,"" Surat Basin Online, January 26, 2015.","""Police hunt men caught on CCTV over Queensland mosque arson,"" 9News.com.au, January 28, 2015.","""New leads in Toowoomba mosque arson attack,"" Daily Mercury News, October 23, 2018.",START Primary Collection,-9,-9,0,-9,
201503300083,2015,3,30,,0,,14,Australia,12,Australasia & Oceania,Victoria,Brighton,-37.898215,144.995554,1.0,0,The incident occurred on North Rd.,"03/30/2015: Assailants set fire to St. James Church on North Road in Brighton, Victoria, Australia. There were no reported casualties but the church was damaged in the incident. This was one of two attacks targeting churches in Victoria on the same day. No group claimed responsibility for the incidents.",1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,St. James Church,Church,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Fourth Melbourne church fire not linked to Brighton, Dandenong fires, police believe,"" Australian Broadcasting Corporation (ABC) News, April 3, 2015.",,,START Primary Collection,-9,-9,0,-9,"201503300083, 201503300084"
201503300084,2015,3,30,,0,,14,Australia,12,Australasia & Oceania,Victoria,St. Kilda East,-37.858684,144.996338,1.0,0,The incident occurred on Dandenong Rd.,"03/30/2015: Assailants set fire to St. Mary's Church on Dandenong Road in St. Kilda East, Victoria, Australia. There were no reported casualties but the church was damaged in the incident. This was one of two attacks targeting churches in Victoria on the same day. No group claimed responsibility for the incidents.",1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,St. Mary's Church,Church,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Fourth Melbourne church fire not linked to Brighton, Dandenong fires, police believe,"" Australian Broadcasting Corporation (ABC) News, April 3, 2015.",,,START Primary Collection,-9,-9,0,-9,"201503300083, 201503300084"
201504010112,2015,4,1,,0,,14,Australia,12,Australasia & Oceania,Victoria,Dandenong,-37.988975,145.217452,1.0,0,The incident occurred on Foster St.,"04/01/2015: Assailants set fire to St. Mary's Church on Foster Street in Dandenong, Victoria, Australia. There were no reported casualties but the church was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,St. Mary's Church,Church,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Fourth Melbourne church fire not linked to Brighton, Dandenong fires, police believe,"" Australian Broadcasting Corporation (ABC) News, April 3, 2015.",,,START Primary Collection,-9,-9,0,-9,
201504030095,2015,4,3,,0,,14,Australia,12,Australasia & Oceania,Victoria,Melbourne,-37.789922,145.170775,1.0,0,The incident occurred on Doncaster Rd.,"04/03/2015: Assailants set fire to St. David's Church on Doncaster Road in Melbourne, Victoria, Australia. There were no reported casualties but the church was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,St. David's Church,Anglican Church,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Fourth Melbourne church fire not linked to Brighton, Dandenong fires, police believe,"" Australian Broadcasting Corporation (ABC) News, April 3, 2015.",,,START Primary Collection,-9,-9,0,-9,
201504170084,2015,4,17,,0,,14,Australia,12,Australasia & Oceania,Queensland,Toowoomba,-27.564238,151.947275,1.0,0,,"04/17/2015: Assailants set fire to Garden City mosque in Harristown, Toowoomba city, Queensland state, Australia. No casualties were reported. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Garden City Mosque,Mosque,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A mosque was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Arson Attack Leaves Queensland Mosque 'Almost Completely Destroyed' Two Days Before Opening,"" International Business Times Australia, April 17, 2015.","""Arsonist responsible for Australian mosque attack,"" World Bulletin, April 17, 2015.","""Australia mosque comes under 2nd attack this year,"" IRIB World Service, April 17, 2015.",START Primary Collection,-9,-9,0,-9,
201510020040,2015,10,2,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Parramatta,-33.815129,151.003278,1.0,0,,"10/02/2015: An assailant opened fire on a civilian police employee outside a police headquarters in Parramatta city, Sydney region, New South Wales province, Australia. The civilian employee, Curtis Cheng, and the assailant were killed in the assault. No group claimed responsibility; however, sources identified the attacker as Farad Jabar Khalil Mohammad.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Australian Federal Police (AFP),Civilian Police Employee,14.0,Australia,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,,0.0,,,1,1.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Teenage terrorist Farhad Jabar spoke with Islamic State recruiter Neil Prakash,"" news.com.au, October 14, 2015.","""Sydney shooter described as quiet boy who nobody noticed,"" dpa-AFX International ProFeed, October 4, 2015.","""Australian Authorities Say Shooting by Teen at Police Station Is 'Linked to Terrorism',"" VICE, October 4, 2015.",START Primary Collection,-9,-9,0,-9,
201510150067,2015,10,14,,0,,14,Australia,12,Australasia & Oceania,Victoria,Bannockburn,-38.047645,144.170032,1.0,0,The incident occurred on High St.,"10/14/2015: Assailants set fire to St. John the Evangelist church in Bannockburn, Victoria, Australia. No casualties were reported in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Unknown,Church,14.0,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Geelong's Muslims get prayer space after fire guts mosque,"" Melbourne Age, May 18, 2016.","""Church arsonist 'hit mosque by mistake',"" The Australian, May 18, 2016.",,START Primary Collection,-9,-9,0,-9,
